,Unnamed: 0,ESTC,NDEP,RENDA,TIPOR,VBEM,NPARC,VPARC,TEL,IDADE,RESMS,ENTRADA,target,NOVA_COLUNA,Strings
937,937,0,0,1200,0,796,6,168,0,30,0,0,,301.5093313134626,Mariana
770,770,0,0,1620,0,735,8,130,0,30,60,0,,660.4845500307288,Mariana
138,138,0,0,1200,1,489,12,66,0,30,6,0,,530.6265707026533,Mariana
329,329,0,0,450,0,403,12,55,0,30,0,0,,35.07658062310085,Mariana
1259,1259,0,0,1200,1,747,10,103,0,30,6,0,,338.0785323886103,Mariana
321,321,1,0,560,0,829,6,142,0,30,48,142,,-200.7574508003006,Mariana
983,983,0,0,609,0,830,10,126,0,30,0,0,,-164.93455995117634,Mariana
950,950,0,0,450,1,550,24,53,0,30,6,0,,-74.63102260234223,Mariana
972,972,0,0,578,1,459,10,70,0,30,6,0,,88.81091689678726,Mariana
311,311,1,0,750,0,499,3,182,0,30,48,0,,187.323866731879,Mariana
831,831,1,0,550,0,301,3,112,0,30,48,0,,185.83124627983216,Mariana
974,974,0,0,800,0,345,5,84,0,30,0,0,,339.5711528406572,Mariana
1351,1351,1,0,700,1,403,3,150,0,30,6,0,,221.65413712895642,Mariana
1187,1187,1,0,532,0,399,12,54,1,30,0,0,,99.25926006111517,Mariana
687,687,1,0,411,0,514,12,70,0,30,108,0,,-76.8699532804125,Mariana
1437,1437,0,0,990,0,531,6,118,0,30,0,0,,342.55639374475084,Mariana
1158,1158,0,0,1600,1,429,10,60,0,30,6,0,,873.9292746734276,Mariana
1205,1205,0,0,426,0,858,12,72,0,30,0,0,,-322.40601764211846,Mariana
403,403,0,0,450,0,316,6,54,0,30,0,0,,100.0055702871386,Mariana
1055,1055,0,0,500,1,810,6,130,0,30,6,200,,-231.35617006726093,Mariana
1056,1056,1,0,336,1,479,9,78,0,30,6,0,,-106.7223623213494,Mariana
1036,1036,0,0,400,1,546,10,83,0,30,6,0,,-108.96129299941965,Mariana
1157,1157,0,0,600,0,643,6,108,0,30,0,0,,-32.09133971900716,Mariana
376,376,1,0,5500,1,442,1,442,0,30,0,0,,3774.8371232264703,Mariana
1237,1237,0,0,350,1,399,9,65,0,30,6,0,,-36.569201075147696,Mariana
517,517,1,0,500,0,318,3,118,0,30,48,0,,135.82846113626286,Mariana
1124,1124,1,0,300,1,410,9,67,0,30,6,0,,-82.09412486257646,Mariana
1188,1188,1,0,500,1,480,10,67,0,30,6,0,,14.926204520468447,Mariana
279,279,0,0,2000,0,359,6,70,0,30,48,0,,1224.695080904436,Mariana
1324,1324,0,0,319,0,420,10,65,0,30,0,0,,-75.37733282836565,Mariana
589,589,1,2,650,1,537,6,113,0,30,6,0,,84.33305554064673,Mariana
12,12,1,0,2500,0,921,4,267,0,30,6,0,,1178.423846890984,Mariana
1304,1304,0,0,1500,0,400,2,141,1,30,42,141,,820.9412486257646,Mariana
1407,1407,0,2,411,1,468,10,65,0,30,6,0,,-42.539682883335075,Mariana
19,19,0,0,300,1,309,6,66,0,30,6,0,,-6.716792034210801,Mariana
1465,1465,0,1,550,0,369,9,60,0,30,6,0,,135.08215091023945,Mariana
298,298,1,0,1000,1,466,4,136,0,31,6,0,,398.5296606965075,Mariana
141,141,1,0,5610,1,567,10,78,0,31,6,0,,3763.642469836119,Mariana
958,958,0,0,1600,0,488,10,75,1,31,108,0,,829.8969713380457,Mariana
658,658,0,0,580,1,424,12,57,0,31,6,0,,116.42439525965389,Mariana
356,356,1,0,5610,1,427,10,53,0,31,6,0,,3868.125901479398,Mariana
1023,1023,0,0,300,1,468,10,64,0,31,6,0,,-125.38011797193495,Mariana
1278,1278,0,0,1500,1,495,12,67,1,31,0,0,,750.0417771535394,Mariana
1204,1204,0,0,1225,1,1095,10,143,0,31,6,0,,97.02032938304491,Mariana
246,246,0,0,4500,1,667,10,96,0,31,6,0,,2860.6070963477778,Mariana
1000,1000,1,0,300,1,529,9,86,0,31,6,0,,-170.9050417593637,Mariana
898,898,1,0,580,1,565,6,120,0,31,6,0,,11.194653390351336,Mariana
986,986,1,0,600,0,428,12,58,1,31,108,0,,128.36535887602864,Mariana
640,640,0,0,1400,1,562,12,79,0,31,6,0,,625.4079694076279,Mariana
536,536,1,0,700,1,402,6,86,0,31,6,0,,222.40044735497986,Mariana
483,483,1,0,563,0,599,10,91,1,31,0,0,,-26.867168136843205,Mariana
1031,1031,0,0,905,1,398,6,84,0,31,6,0,,378.3792845938751,Mariana
511,511,1,0,534,0,443,12,60,1,31,36,0,,67.91423056813143,Mariana
581,581,0,1,800,1,435,10,66,0,31,6,0,,272.40323249854913,Mariana
1217,1217,0,0,600,1,499,4,146,0,31,6,0,,75.37733282836565,Mariana
401,401,0,0,543,1,931,9,132,0,31,6,0,,-289.56836769708787,Mariana
1242,1242,1,0,2000,1,639,10,88,0,31,6,0,,1015.7282176178778,Mariana
98,98,1,0,800,1,815,10,123,0,31,6,0,,-11.194653390351336,Mariana
392,392,0,0,461,0,420,12,57,0,31,6,0,,30.598719266960316,Mariana
3,3,0,0,3000,0,552,12,76,1,31,60,0,,1826.9674333053379,Mariana
158,158,0,0,800,1,480,10,67,0,31,6,0,,238.81927232749516,Mariana
428,428,1,0,1400,1,698,3,223,0,31,6,100,,523.9097786684425,Mariana
397,397,1,0,510,0,410,10,63,0,31,6,0,,74.63102260234223,Mariana
412,412,0,0,580,1,460,12,62,0,31,6,0,,89.55722712281069,Mariana
1432,1432,1,0,800,0,418,9,68,1,31,60,0,,285.09050634094734,Mariana
1459,1459,0,1,400,1,450,10,69,0,31,6,0,,-37.315511301171114,Mariana
711,711,0,0,300,1,465,10,71,0,31,6,0,,-123.14118729386469,Mariana
482,482,1,0,750,0,851,12,116,1,31,60,0,,-75.37733282836565,Mariana
441,441,1,0,1780,0,478,2,256,0,31,48,0,,971.6959142824959,Mariana
1132,1132,0,0,500,0,588,6,133,0,31,0,0,,-65.67529989006117,Mariana
1133,1133,0,0,750,1,849,10,117,0,31,6,0,,-73.88471237631882,Mariana
689,689,1,0,600,0,477,12,65,0,31,0,0,,91.79615780088095,Mariana
1483,1483,0,0,3604,1,651,24,63,0,31,6,0,,2203.854097447166,Mariana
1115,1115,1,0,5610,1,600,10,75,0,31,6,0,,3739.0142323773457,Mariana
1493,1493,0,0,541,1,408,5,100,0,31,6,0,,99.25926006111517,Mariana
310,310,0,0,756,1,618,10,85,0,32,6,0,,102.99081119123228,Mariana
129,129,1,0,483,0,786,10,108,0,32,6,0,,-226.13199848509697,Mariana
735,735,1,0,602,0,595,6,138,1,32,24,0,,5.224171582163956,Mariana
396,396,1,0,720,0,401,4,118,0,32,0,0,,238.07296210147172,Mariana
1137,1137,1,0,1527,0,1899,12,233,0,32,48,0,,-277.6274040807131,Mariana
1219,1219,1,0,930,1,550,4,162,0,32,6,0,,283.59788588890046,Mariana
1160,1160,1,0,2500,0,384,2,205,0,32,48,0,,1579.1924382655616,Mariana
419,419,0,0,2500,0,829,12,102,0,32,48,0,,1247.0843876851388,Mariana
261,261,1,0,667,0,557,11,64,1,32,0,64,,82.09412486257646,Mariana
197,197,0,0,300,1,537,10,78,0,32,6,0,,-176.87552356755108,Mariana
1144,1144,1,0,1500,1,484,3,132,1,32,12,132,,758.2511896397971,Mariana
1430,1430,0,0,400,1,359,10,55,0,32,6,0,,30.598719266960316,Mariana
256,256,0,0,1800,0,560,7,110,1,32,12,0,,925.4246802690437,Mariana
252,252,1,0,502,0,463,4,137,0,32,48,0,,29.106098814913473,Mariana
152,152,1,0,350,0,399,12,54,0,32,0,0,,-36.569201075147696,Mariana
347,347,1,0,1000,0,999,12,123,0,32,48,0,,0.7463102260234223,Mariana
696,696,1,0,1200,0,416,6,89,0,32,6,0,,585.1072172023631,Mariana
1145,1145,0,0,600,1,403,12,56,1,32,0,0,,147.0231145266142,Mariana
818,818,0,0,1300,1,639,10,88,0,32,6,0,,493.31105940148217,Mariana
106,106,0,0,600,1,738,10,102,0,32,6,0,,-102.99081119123228,Mariana
611,611,0,1,350,1,499,12,68,0,32,6,0,,-111.20022367748993,Mariana
679,679,0,0,600,1,849,10,117,0,32,6,0,,-185.83124627983216,Mariana
1001,1001,0,0,455,0,453,12,63,1,32,12,0,,1.4926204520468447,Mariana
997,997,1,0,650,1,600,6,65,0,32,6,300,,37.315511301171114,Mariana
960,960,1,0,327,1,469,12,64,0,32,6,0,,-105.97605209532597,Mariana
710,710,1,0,600,0,328,3,122,0,32,48,0,,202.99638147837086,Mariana
543,543,0,0,400,1,462,12,63,0,32,6,0,,-46.27123401345219,Mariana
721,721,0,2,468,1,309,6,66,0,32,6,0,,118.66332593772415,Mariana
789,789,0,0,750,0,376,10,57,0,32,108,0,,279.12002453275994,Mariana
694,694,1,0,1055,1,1059,10,128,0,32,6,130,,-2.9852409040936894,Mariana
959,959,0,0,800,1,459,10,64,0,32,6,0,,254.491787073987,Mariana
458,458,0,0,500,1,563,10,85,0,32,6,0,,-47.017544239475605,Mariana
599,599,0,0,600,1,410,10,63,0,32,6,0,,141.79894294445023,Mariana
685,685,0,0,690,0,598,12,76,0,32,0,0,,68.66054079415485,Mariana
813,813,0,0,558,1,549,6,117,0,32,6,0,,6.716792034210801,Mariana
681,681,0,0,400,1,546,6,116,0,32,6,0,,-108.96129299941965,Mariana
1084,1084,1,0,356,0,404,9,63,0,32,48,0,,-35.82289084912427,Mariana
468,468,1,0,415,1,588,10,89,0,32,6,0,,-129.11166910205208,Mariana
931,931,0,0,1300,0,915,12,125,1,32,0,0,,287.3294370190176,Mariana
1401,1401,0,1,350,1,480,10,67,0,33,6,0,,-97.02032938304491,Mariana
103,103,0,0,700,1,485,10,74,0,33,6,0,,160.45669859503582,Mariana
714,714,0,0,900,0,530,12,73,0,33,0,0,,276.13478362866624,Mariana
304,304,0,0,360,0,519,15,64,0,33,228,0,,-118.66332593772415,Mariana
1301,1301,1,0,300,1,309,5,75,0,33,6,0,,-6.716792034210801,Mariana
853,853,0,0,323,0,375,10,58,0,33,0,0,,-38.808131753217964,Mariana
939,939,0,0,451,1,489,9,80,0,33,6,0,,-28.359788588890048,Mariana
1182,1182,0,0,1200,1,470,6,79,0,33,6,100,,544.8064649970983,Mariana
844,844,0,0,600,0,617,12,85,0,33,0,0,,-12.687273842398179,Mariana
1457,1457,0,0,3000,1,1122,9,181,0,33,6,0,,1401.570604471987,Mariana
1498,1498,0,0,360,0,384,12,52,0,33,36,0,,-17.911445424562135,Mariana
1094,1094,1,0,500,1,555,6,118,0,33,6,0,,-41.04706243128823,Mariana
92,92,0,2,520,0,616,10,98,0,33,0,0,,-71.64578169824854,Mariana
1491,1491,0,0,543,0,502,12,68,0,33,48,0,,30.598719266960316,Mariana
469,469,1,0,550,0,805,12,109,1,33,108,0,,-190.3091076359727,Mariana
473,473,0,2,709,1,399,10,55,0,33,6,0,,231.35617006726093,Mariana
128,128,0,0,1500,0,569,11,66,0,33,24,66,,694.8148204278062,Mariana
477,477,0,2,709,1,398,10,57,0,33,6,0,,232.10248029328434,Mariana
1178,1178,0,0,1333,1,670,12,90,0,33,6,0,,494.803679853529,Mariana
1050,1050,0,0,550,0,369,10,57,0,33,12,0,,135.08215091023945,Mariana
587,587,0,0,2500,0,518,11,60,0,33,0,60,,1479.1868679784232,Mariana
622,622,1,0,900,1,2005,5,169,0,33,6,1300,,-824.6727997558817,Mariana
1314,1314,0,0,519,0,576,12,78,1,33,0,0,,-42.539682883335075,Mariana
1189,1189,0,0,800,1,490,12,67,0,33,0,0,,231.35617006726093,Mariana
1341,1341,0,0,2500,0,497,12,60,0,33,0,60,,1494.859382724915,Mariana
229,229,0,0,600,1,525,4,153,0,33,6,0,,55.97326695175668,Mariana
1238,1238,0,0,300,0,556,12,76,0,33,0,0,,-191.05541786199612,Mariana
1442,1442,0,0,2025,1,639,10,88,0,33,6,0,,1034.3859732684634,Mariana
1452,1452,1,0,341,1,400,5,97,0,33,6,0,,-44.03230333538192,Mariana
1429,1429,0,0,2000,1,1040,12,140,0,33,6,0,,716.4578169824855,Mariana
523,523,0,0,603,1,480,10,67,0,33,6,0,,91.79615780088095,Mariana
1471,1471,0,0,1000,1,463,6,99,0,33,6,0,,400.7685913745778,Mariana
1029,1029,0,0,480,0,681,20,74,0,33,24,0,,-150.0083554307079,Mariana
89,89,2,0,316,0,436,12,59,0,33,12,0,,-89.55722712281069,Mariana
172,172,0,0,300,1,519,10,72,0,33,6,0,,-163.4419394991295,Mariana
692,692,0,0,1168,1,349,10,51,0,33,6,0,,611.2280751131829,Mariana
1369,1369,0,0,800,0,638,12,79,0,33,48,0,,120.90225661579441,Mariana
320,320,0,1,520,1,567,5,138,0,33,6,0,,-35.07658062310085,Mariana
834,834,0,0,300,1,398,10,58,0,33,6,0,,-73.13840215029539,Mariana
1276,1276,1,0,552,0,700,12,96,0,33,24,0,,-110.4539134514665,Mariana
259,259,0,0,700,0,301,7,59,1,33,180,0,,297.7777801833455,Mariana
244,244,0,0,700,1,375,10,57,0,33,6,0,,242.55082345761227,Mariana
1379,1379,1,0,380,1,560,10,85,0,33,6,0,,-134.335840684216,Mariana
237,237,1,0,600,1,409,3,152,0,33,48,0,,142.54525317047367,Mariana
598,598,0,0,500,1,399,10,55,0,33,6,0,,75.37733282836565,Mariana
1,1,0,0,350,1,468,10,65,0,33,6,0,,-88.06460667076384,Mariana
69,69,1,0,700,0,618,6,140,0,33,144,0,,61.19743853392063,Mariana
255,255,0,0,600,0,468,12,64,0,34,240,0,,98.51294983509175,Mariana
1473,1473,0,4,314,1,365,6,78,0,34,6,0,,-38.06182152719454,Mariana
779,779,1,0,1500,0,402,3,149,0,34,48,0,,819.4486281737177,Mariana
702,702,1,0,870,1,570,12,77,0,34,6,0,,223.8930678070267,Mariana
497,497,0,2,2000,1,747,10,103,0,34,6,0,,935.1267132073482,Mariana
956,956,0,0,346,1,347,10,53,0,34,6,0,,-0.7463102260234223,Mariana
625,625,1,0,1200,1,539,9,88,0,34,6,0,,493.31105940148217,Mariana
1129,1129,0,0,500,0,441,10,67,0,34,6,0,,44.03230333538192,Mariana
455,455,2,0,1500,0,391,8,70,1,34,0,0,,827.6580406599754,Mariana
435,435,0,0,300,0,529,12,58,0,34,12,100,,-170.9050417593637,Mariana
1180,1180,0,0,551,1,647,10,94,0,34,6,0,,-71.64578169824854,Mariana
1362,1362,0,0,579,0,378,4,109,0,34,6,0,,150.0083554307079,Mariana
357,357,0,0,4000,1,369,10,56,0,34,6,0,,2709.8524306910467,Mariana
1212,1212,0,0,1215,1,674,9,110,0,34,6,0,,403.7538322786715,Mariana
1140,1140,1,0,546,0,474,10,72,0,34,240,0,,53.73433627368641,Mariana
729,729,0,0,500,1,329,4,97,0,34,6,0,,127.61904865000523,Mariana
58,58,1,0,1500,1,984,9,140,0,34,6,117,,385.09607662808594,Mariana
1010,1010,0,0,2600,0,4000,12,467,0,34,0,0,,-1044.8343164327912,Mariana
186,186,0,0,3000,1,846,3,315,0,34,6,0,,1607.5522268544516,Mariana
1344,1344,0,0,1300,1,421,10,64,0,34,6,0,,656.0066886745882,Mariana
363,363,0,2,564,1,618,10,89,0,34,6,0,,-40.30075220526481,Mariana
132,132,1,0,700,1,356,6,79,1,34,84,0,,256.7307177520573,Mariana
515,515,0,0,1300,1,480,10,67,0,34,6,0,,611.9743853392063,Mariana
388,388,0,0,378,0,704,8,89,0,34,0,0,,-243.29713368363568,Mariana
109,109,0,2,740,1,480,10,67,0,34,6,0,,194.04065876608982,Mariana
835,835,0,0,500,0,441,10,67,0,34,6,0,,44.03230333538192,Mariana
218,218,0,0,500,1,541,10,82,0,34,6,0,,-30.598719266960316,Mariana
111,111,0,0,850,0,443,12,60,0,34,0,0,,303.7482619915329,Mariana
945,945,1,0,446,0,465,10,71,0,34,120,0,,-14.179894294445024,Mariana
886,886,0,0,1500,1,650,10,98,0,34,6,0,,634.3636921199089,Mariana
399,399,1,0,750,0,586,10,89,0,34,6,0,,122.39487706784126,Mariana
859,859,0,0,400,0,470,6,89,0,34,180,70,,-52.241715821639566,Mariana
1172,1172,0,0,400,1,345,9,57,0,34,6,0,,41.04706243128823,Mariana
1167,1167,1,0,5000,0,402,1,424,0,34,48,0,,3431.534419255696,Mariana
678,678,1,0,330,1,449,12,62,0,34,0,0,,-88.81091689678726,Mariana
381,381,1,0,5131,1,579,6,123,0,34,6,0,,3397.2041488586183,Mariana
1417,1417,0,0,800,0,514,6,110,0,34,6,0,,213.4447246426988,Mariana
584,584,1,0,505,1,480,10,67,0,34,6,0,,18.657755650585557,Mariana
747,747,1,0,600,0,1090,12,96,1,34,0,390,,-365.69201075147697,Mariana
583,583,1,0,1560,0,1601,10,243,1,34,72,0,,-30.598719266960316,Mariana
541,541,1,0,2000,1,432,9,71,0,34,6,0,,1170.2144344047263,Mariana
213,213,1,0,398,1,420,10,58,0,34,6,0,,-16.418824972515292,Mariana
527,527,0,0,1099,1,812,10,124,1,34,0,0,,214.1910348687222,Mariana
1111,1111,1,0,900,1,625,10,95,0,34,6,0,,205.23531215644115,Mariana
1400,1400,1,0,610,0,725,10,110,0,34,0,0,,-85.82567599269358,Mariana
291,291,0,0,800,0,530,20,58,0,34,60,0,,201.50376102632404,Mariana
557,557,1,0,3000,1,1810,9,96,0,34,6,1222,,888.1091689678726,Mariana
1163,1163,0,0,500,1,489,6,104,0,34,6,0,,8.209412486257646,Mariana
139,139,0,0,1400,1,350,4,103,0,34,6,0,,783.6257373245935,Mariana
857,857,0,0,2100,0,618,10,85,0,34,6,0,,1106.031754966712,Mariana
167,167,0,0,850,0,559,10,85,0,34,6,0,,217.1762757728159,Mariana
665,665,0,0,500,1,375,5,68,0,34,6,93,,93.2887782529278,Mariana
313,313,1,0,480,0,518,12,71,0,34,30,0,,-28.359788588890048,Mariana
370,370,2,0,573,1,616,12,84,0,35,48,0,,-32.09133971900716,Mariana
1438,1438,0,0,360,1,425,12,58,0,35,120,0,,-48.510164691522455,Mariana
181,181,1,0,350,0,422,7,82,1,35,60,0,,-53.73433627368641,Mariana
367,367,0,0,800,0,510,10,78,1,35,96,0,,216.4299655467925,Mariana
352,352,0,0,500,0,456,10,70,0,35,120,0,,32.837649945030584,Mariana
395,395,1,0,450,1,448,10,69,1,35,0,0,,1.4926204520468447,Mariana
524,524,1,0,348,0,1068,12,90,0,35,48,0,,-537.343362736864,Mariana
1463,1463,0,0,404,0,631,6,106,0,35,0,0,,-169.41242130731686,Mariana
1231,1231,1,0,380,0,332,6,77,0,35,156,0,,35.82289084912427,Mariana
130,130,0,0,760,0,342,6,68,0,35,6,24,,311.95767447779053,Mariana
349,349,1,0,700,1,450,9,74,0,35,6,0,,186.5775565058556,Mariana
723,723,1,0,2000,1,550,9,90,0,35,6,0,,1082.1498277339624,Mariana
1215,1215,0,0,300,0,429,12,58,0,35,156,0,,-96.27401915702148,Mariana
308,308,0,0,600,1,329,6,72,0,35,6,0,,202.25007125234745,Mariana
1046,1046,0,0,417,1,425,12,58,0,35,6,0,,-5.970481808187379,Mariana
965,965,0,0,705,0,409,10,63,0,35,48,0,,220.907826902933,Mariana
170,170,0,0,500,1,348,10,53,0,35,6,0,,113.43915435556019,Mariana
96,96,1,0,693,0,312,6,65,0,35,48,0,,284.34419611492393,Mariana
1213,1213,0,0,892,1,350,10,53,1,35,60,0,,404.5001425046949,Mariana
776,776,0,0,934,0,625,10,95,0,35,0,0,,230.6098598412375,Mariana
558,558,0,0,800,1,612,6,130,0,35,6,0,,140.3063224924034,Mariana
52,52,0,0,450,1,440,10,67,0,35,6,0,,7.463102260234224,Mariana
671,671,0,0,770,1,373,10,57,0,35,6,0,,296.2851597312987,Mariana
823,823,1,0,1886,1,560,6,119,0,35,6,0,,989.607359707058,Mariana
225,225,1,0,500,1,468,10,71,0,35,0,0,,23.881927232749515,Mariana
1285,1285,1,0,409,0,398,10,62,1,35,180,0,,8.209412486257646,Mariana
1169,1169,1,0,500,0,308,3,112,0,35,48,0,,143.29156339649708,Mariana
119,119,0,0,400,1,546,10,83,0,35,6,0,,-108.96129299941965,Mariana
1112,1112,1,0,800,0,495,2,175,0,35,6,175,,227.62461893714382,Mariana
227,227,0,0,800,1,392,9,50,0,35,6,81,,304.4945722175563,Mariana
632,632,0,0,400,1,606,10,92,0,35,6,0,,-153.739906560825,Mariana
1299,1299,0,0,635,0,630,12,86,0,35,0,0,,3.731551130117112,Mariana
233,233,0,0,500,1,459,10,70,0,35,6,0,,30.598719266960316,Mariana
728,728,0,0,700,1,560,5,134,0,35,6,0,,104.48343164327913,Mariana
1496,1496,1,0,2057,0,301,1,318,0,35,48,0,,1310.5207568971296,Mariana
1368,1368,0,0,600,0,399,12,54,0,35,228,0,,150.0083554307079,Mariana
738,738,0,0,1200,1,618,10,89,0,35,6,0,,434.3525515456318,Mariana
1331,1331,0,0,800,0,466,12,59,0,35,240,30,,249.26761549182305,Mariana
248,248,1,0,3500,1,617,10,93,0,35,6,0,,2151.6123816255267,Mariana
1376,1376,0,0,1800,0,901,12,122,0,35,0,0,,670.9328931950566,Mariana
1061,1061,0,3,350,1,639,10,75,0,35,6,100,,-215.68365532076905,Mariana
289,289,1,0,1886,1,329,6,70,0,35,6,0,,1162.0050219184686,Mariana
1453,1453,1,0,840,0,521,10,79,0,35,36,0,,238.07296210147172,Mariana
467,467,1,0,1000,0,413,3,153,0,35,48,0,,438.0841026757489,Mariana
1209,1209,0,0,580,1,382,10,56,0,35,6,0,,147.76942475263763,Mariana
437,437,1,0,400,0,646,10,98,1,35,14,0,,-183.5923156017619,Mariana
664,664,0,0,300,1,399,10,55,0,35,6,0,,-73.88471237631882,Mariana
1455,1455,0,0,1000,1,567,10,78,0,35,6,0,,323.15232786814187,Mariana
147,147,0,0,379,0,599,12,82,0,35,0,0,,-164.18824972515293,Mariana
603,603,1,0,2057,0,366,2,198,0,35,48,0,,1262.0105922056073,Mariana
643,643,0,0,350,1,490,10,75,0,35,6,0,,-104.48343164327913,Mariana
440,440,0,0,306,0,304,9,51,0,35,0,0,,1.4926204520468447,Mariana
918,918,0,0,1800,1,543,4,160,1,35,120,0,,938.1119541114418,Mariana
1117,1117,0,0,1200,1,305,3,115,1,35,108,0,,667.947652290963,Mariana
1185,1185,0,0,1123,1,1059,10,145,0,36,6,0,,47.76385446549903,Mariana
1016,1016,0,0,680,0,769,12,105,0,36,216,0,,-66.4216101160846,Mariana
594,594,0,0,600,1,585,12,79,0,36,6,0,,11.194653390351336,Mariana
275,275,0,0,1600,1,349,10,51,0,36,6,0,,933.6340927553014,Mariana
1284,1284,0,0,730,1,460,10,70,0,36,6,0,,201.50376102632404,Mariana
67,67,2,0,606,0,468,6,106,1,36,0,0,,102.99081119123228,Mariana
1274,1274,0,0,400,0,480,12,69,0,36,0,0,,-59.70481808187379,Mariana
966,966,0,0,1000,1,348,10,51,0,36,6,0,,486.59426736727136,Mariana
565,565,0,0,2000,1,534,10,77,0,36,6,0,,1094.0907913503372,Mariana
619,619,0,0,3000,1,922,12,124,0,36,6,0,,1550.8326496766717,Mariana
28,28,0,0,900,0,473,12,64,1,36,48,0,,318.67446651200135,Mariana
1366,1366,0,0,492,0,833,11,96,0,36,48,96,,-254.491787073987,Mariana
40,40,0,2,1800,1,480,12,65,0,36,6,0,,985.1294983509175,Mariana
907,907,1,0,1000,0,496,2,269,0,36,48,0,,376.14035391580484,Mariana
1155,1155,1,0,2173,0,491,3,182,0,36,48,0,,1255.2938001713965,Mariana
926,926,1,0,300,0,440,5,89,0,36,48,0,,-104.48343164327913,Mariana
410,410,0,0,345,0,318,6,72,0,36,0,0,,20.150376102632404,Mariana
1114,1114,1,0,2500,1,302,2,163,0,36,6,0,,1640.3898767994824,Mariana
271,271,1,0,1300,1,405,4,119,0,36,6,0,,667.947652290963,Mariana
325,325,1,0,1500,1,457,2,248,0,36,48,0,,778.4015657424295,Mariana
1240,1240,0,0,400,1,429,10,60,0,36,6,0,,-21.642996554679247,Mariana
323,323,0,0,1400,0,450,12,61,0,36,0,0,,708.9947147222513,Mariana
1346,1346,0,0,2500,0,350,3,96,1,36,120,96,,1604.566985950358,Mariana
1288,1288,0,2,350,1,483,12,65,0,36,6,0,,-99.25926006111517,Mariana
1251,1251,0,0,3000,1,429,10,60,0,36,6,0,,1918.7635911062189,Mariana
330,330,1,0,480,1,537,10,78,0,36,6,0,,-42.539682883335075,Mariana
516,516,1,0,600,1,418,10,64,0,36,6,0,,135.82846113626286,Mariana
1038,1038,0,0,2000,1,590,4,129,0,36,6,150,,1052.2974186930255,Mariana
1480,1480,0,0,900,1,375,6,80,0,36,6,0,,391.81286866229675,Mariana
783,783,0,0,500,1,360,10,55,0,36,6,0,,104.48343164327913,Mariana
698,698,0,0,500,1,460,10,61,0,36,6,60,,29.852409040936895,Mariana
1394,1394,0,0,484,1,618,10,89,0,36,6,0,,-100.0055702871386,Mariana
234,234,0,0,2064,1,450,10,68,0,36,6,0,,1204.5447048018036,Mariana
231,231,0,0,430,0,422,10,64,0,36,0,0,,5.970481808187379,Mariana
718,718,0,0,800,0,442,3,161,0,36,48,0,,267.1790609163852,Mariana
1422,1422,0,0,900,1,312,4,92,0,36,6,0,,438.8304129017723,Mariana
669,669,1,0,2500,1,302,2,163,0,36,6,0,,1640.3898767994824,Mariana
156,156,1,0,790,0,918,12,130,1,36,144,0,,-95.52770893099806,Mariana
166,166,1,0,1200,0,888,5,217,0,36,48,0,,232.84879051930778,Mariana
742,742,1,0,513,0,412,6,70,0,36,48,0,,75.37733282836565,Mariana
193,193,0,0,1500,0,611,15,67,1,36,240,67,,663.4697909348224,Mariana
852,852,0,0,800,1,395,12,54,0,36,6,0,,302.255641539486,Mariana
722,722,1,0,553,1,572,8,101,1,36,0,0,,-14.179894294445024,Mariana
53,53,0,0,900,1,565,12,76,0,36,6,0,,250.0139257178465,Mariana
579,579,0,2,300,1,420,10,58,0,36,6,0,,-89.55722712281069,Mariana
1135,1135,1,0,301,0,466,12,63,0,36,96,0,,-123.14118729386469,Mariana
315,315,1,0,500,0,633,6,106,0,36,48,0,,-99.25926006111517,Mariana
546,546,0,0,1364,0,306,6,70,0,36,0,0,,789.5962191327808,Mariana
582,582,2,0,450,0,481,12,66,0,36,0,0,,-23.135617006726093,Mariana
91,91,0,0,1400,1,872,2,293,0,36,0,293,,394.051799340367,Mariana
693,693,1,0,800,0,689,4,85,0,36,48,400,,82.84043508859988,Mariana
850,850,1,0,2500,0,636,2,344,0,36,48,0,,1391.1222613076593,Mariana
495,495,0,0,1600,1,657,10,91,0,36,6,0,,703.7705431400873,Mariana
1405,1405,0,0,800,1,322,6,71,0,37,6,0,,356.73628803919587,Mariana
1398,1398,0,0,993,0,510,12,69,1,37,60,0,,360.467839169313,Mariana
107,107,1,0,300,0,452,12,62,1,37,144,0,,-113.43915435556019,Mariana
559,559,1,0,2485,1,1296,10,186,0,37,6,0,,887.3628587418492,Mariana
833,833,0,3,1000,1,849,10,117,0,37,6,0,,112.69284412953678,Mariana
865,865,0,0,800,1,589,6,131,1,37,0,0,,157.47145769094212,Mariana
266,266,0,2,378,0,339,10,52,0,37,6,0,,29.106098814913473,Mariana
1292,1292,0,0,780,1,489,10,74,0,37,6,0,,217.1762757728159,Mariana
239,239,1,0,2000,0,984,12,83,0,37,48,0,,758.2511896397971,Mariana
295,295,0,0,480,1,399,6,87,0,37,6,0,,60.45112830789721,Mariana
621,621,1,0,2000,0,1550,8,274,1,37,0,0,,335.8396017105401,Mariana
838,838,1,0,576,0,719,15,89,0,37,24,0,,-106.7223623213494,Mariana
114,114,0,0,480,1,849,3,131,0,37,6,500,,-275.38847340264283,Mariana
896,896,1,0,360,0,469,12,64,0,37,204,0,,-81.34781463655304,Mariana
975,975,0,0,500,1,390,10,60,0,37,6,0,,82.09412486257646,Mariana
